origin,destination,year,inflows
Slovak Republic,Norway,2007,609
Slovak Republic,Norway,2008,695
Slovak Republic,Norway,2009,528
Slovak Republic,Norway,2010,594
Slovak Republic,Norway,2011,594
Slovak Republic,Norway,2012,570
Slovak Republic,Norway,2013,509
Slovak Republic,Norway,2014,510
Slovak Republic,Norway,2015,383
Slovak Republic,Norway,2016,262
Slovak Republic,Poland,2000,98
Slovak Republic,Poland,2001,126
Slovak Republic,Poland,2002,275
Slovak Republic,Poland,2003,184
Slovak Republic,Poland,2004,244
Slovak Republic,Poland,2005,205
Slovak Republic,Poland,2006,79
Slovak Republic,Poland,2007,164
Slovak Republic,Poland,2008,166
Slovak Republic,Poland,2009,166
Slovak Republic,Poland,2010,175
Slovak Republic,Poland,2011,210
Slovak Republic,Poland,2012,201
Slovak Republic,Poland,2013,305
Slovak Republic,Poland,2014,306
Slovak Republic,Poland,2015,224
Slovak Republic,Poland,2016,210
Slovak Republic,Slovak Republic,2008,0
Slovak Republic,Spain,2000,360
Slovak Republic,Spain,2001,390
Slovak Republic,Spain,2002,415
Slovak Republic,Spain,2003,324
Slovak Republic,Spain,2004,933
Slovak Republic,Spain,2005,857
Slovak Republic,Spain,2006,1400
Slovak Republic,Spain,2007,1502
Slovak Republic,Spain,2008,649
Slovak Republic,Spain,2009,417
Slovak Republic,Spain,2010,459
Slovak Republic,Spain,2011,503
Slovak Republic,Spain,2012,446
Slovak Republic,Spain,2013,430
Slovak Republic,Spain,2014,366
Slovak Republic,Spain,2015,384
Slovak Republic,Spain,2016,392
Slovak Republic,Sweden,2000,61
Slovak Republic,Sweden,2001,48
Slovak Republic,Sweden,2002,68
Slovak Republic,Sweden,2003,47
Slovak Republic,Sweden,2004,105
Slovak Republic,Sweden,2005,97
Slovak Republic,Sweden,2006,150
Slovak Republic,Sweden,2007,173
Slovak Republic,Sweden,2008,208
Slovak Republic,Sweden,2009,224
Slovak Republic,Sweden,2010,234
Slovak Republic,Sweden,2011,155
Slovak Republic,Sweden,2012,139
Slovak Republic,Sweden,2013,131
Slovak Republic,Sweden,2014,183
Slovak Republic,Sweden,2015,172
Slovak Republic,Sweden,2016,178
Slovak Republic,Switzerland,2000,169
Slovak Republic,Switzerland,2001,181
Slovak Republic,Switzerland,2002,137
Slovak Republic,Switzerland,2003,155
Slovak Republic,Switzerland,2004,180
Slovak Republic,Switzerland,2005,217
Slovak Republic,Switzerland,2006,156
Slovak Republic,Switzerland,2007,180
Slovak Republic,Switzerland,2008,1209
Slovak Republic,Switzerland,2009,1115
Slovak Republic,Switzerland,2010,981
Slovak Republic,Switzerland,2011,1865
Slovak Republic,Switzerland,2012,1625
Slovak Republic,Switzerland,2013,1498
Slovak Republic,Switzerland,2014,2716
Slovak Republic,Switzerland,2015,2583
Slovak Republic,Switzerland,2016,2347
Slovak Republic,United Kingdom,2000,771
Slovak Republic,United Kingdom,2001,274
Slovak Republic,United Kingdom,2013,6000
Slovak Republic,Estonia,2004,1
Slovak Republic,Estonia,2005,2
Slovak Republic,Estonia,2006,0
Slovak Republic,Estonia,2007,6
Slovak Republic,Estonia,2008,3
Slovak Republic,Estonia,2009,4
Slovak Republic,Estonia,2010,1
Slovak Republic,Estonia,2011,0
Slovak Republic,Estonia,2012,1
Slovak Republic,Estonia,2013,2
Slovak Republic,Estonia,2014,1
Slovak Republic,Estonia,2015,43
Slovak Republic,Estonia,2016,60
Slovak Republic,Slovenia,2007,587
Slovak Republic,Slovenia,2008,533
Slovak Republic,Slovenia,2009,286
Slovak Republic,Slovenia,2010,5
Slovak Republic,Slovenia,2011,645
Slovak Republic,Slovenia,2012,367
Slovak Republic,Slovenia,2013,397
Slovak Republic,Slovenia,2014,305
Slovak Republic,Slovenia,2015,316
Slovak Republic,Slovenia,2016,292
Slovenia,Austria,2000,511
Slovenia,Austria,2001,614
Slovenia,Austria,2002,476
Slovenia,Austria,2003,428
Slovenia,Austria,2004,594
Slovenia,Austria,2005,546
Slovenia,Austria,2006,619
Slovenia,Austria,2007,733
Slovenia,Austria,2008,742
Slovenia,Austria,2009,756
Slovenia,Austria,2010,815
Slovenia,Austria,2011,1344
Slovenia,Austria,2012,1876
Slovenia,Austria,2013,2520
Slovenia,Austria,2014,3083
Slovenia,Austria,2015,2834
Slovenia,Austria,2016,2697
Slovenia,Belgium,2008,149
Slovenia,Belgium,2009,193
Slovenia,Belgium,2010,181
Slovenia,Belgium,2011,140
Slovenia,Belgium,2012,149
Slovenia,Belgium,2013,157
Slovenia,Belgium,2014,110
Slovenia,Belgium,2015,159
Slovenia,Belgium,2016,132
Slovenia,Czech Republic,2003,16
Slovenia,Czech Republic,2004,16
Slovenia,Czech Republic,2005,9
Slovenia,Czech Republic,2006,9
Slovenia,Czech Republic,2007,26
Slovenia,Czech Republic,2008,23
Slovenia,Czech Republic,2009,31
Slovenia,Czech Republic,2010,18
Slovenia,Czech Republic,2011,16
Slovenia,Czech Republic,2012,13
Slovenia,Czech Republic,2013,28
Slovenia,Czech Republic,2014,42
Slovenia,Czech Republic,2015,29
Slovenia,Czech Republic,2016,30
Slovenia,Denmark,2000,4
Slovenia,Denmark,2001,4
Slovenia,Denmark,2002,7
Slovenia,Denmark,2003,6
Slovenia,Denmark,2004,9
Slovenia,Denmark,2005,19
Slovenia,Denmark,2006,23
Slovenia,Denmark,2007,33
Slovenia,Denmark,2008,60
Slovenia,Denmark,2009,45
Slovenia,Denmark,2010,44
Slovenia,Denmark,2011,46
Slovenia,Denmark,2012,69
Slovenia,Denmark,2013,59
Slovenia,Denmark,2014,45
Slovenia,Denmark,2015,72
Slovenia,Denmark,2016,72
Slovenia,Finland,2000,2
Slovenia,Finland,2001,0
Slovenia,Finland,2002,1
Slovenia,Finland,2003,4
Slovenia,Finland,2004,2
Slovenia,Finland,2005,5
Slovenia,Finland,2006,6
Slovenia,Finland,2007,14
Slovenia,Finland,2008,19
Slovenia,Finland,2009,16
Slovenia,Finland,2010,7
Slovenia,Finland,2011,11
Slovenia,Finland,2012,5
Slovenia,Finland,2013,13
Slovenia,Finland,2014,20
Slovenia,Finland,2015,19
Slovenia,Finland,2016,28
Slovenia,France,2000,17
Slovenia,France,2001,38
Slovenia,France,2002,26
Slovenia,France,2003,19
Slovenia,France,2004,18
Slovenia,France,2005,7
Slovenia,France,2006,0
Slovenia,France,2007,0
Slovenia,France,2008,0
Slovenia,France,2009,0
Slovenia,France,2010,0
Slovenia,France,2011,0
Slovenia,France,2012,0
Slovenia,France,2013,231
Slovenia,France,2014,127
Slovenia,France,2015,191
Slovenia,France,2016,59
Slovenia,Germany,2000,1848
Slovenia,Germany,2001,2589
Slovenia,Germany,2002,2274
Slovenia,Germany,2003,2029
Slovenia,Germany,2004,2372
Slovenia,Germany,2005,1489
Slovenia,Germany,2006,1086
Slovenia,Germany,2007,1201
Slovenia,Germany,2008,1218
Slovenia,Germany,2009,1242
Slovenia,Germany,2010,1591
Slovenia,Germany,2011,2486
Slovenia,Germany,2012,3592
Slovenia,Germany,2013,4331
Slovenia,Germany,2014,4515
Slovenia,Germany,2015,4754
Slovenia,Germany,2016,3351
Slovenia,Hungary,2001,0
Slovenia,Hungary,2002,0
Slovenia,Hungary,2003,0
Slovenia,Hungary,2004,0
Slovenia,Hungary,2005,36
Slovenia,Hungary,2006,20
Slovenia,Hungary,2007,13
Slovenia,Hungary,2008,34
Slovenia,Hungary,2009,28
Slovenia,Hungary,2010,54
Slovenia,Hungary,2011,46
Slovenia,Hungary,2012,50
Slovenia,Hungary,2013,29
Slovenia,Hungary,2014,35
Slovenia,Hungary,2015,34
Slovenia,Hungary,2016,53
Slovenia,Iceland,2000,0
Slovenia,Iceland,2001,1
Slovenia,Iceland,2002,1
Slovenia,Iceland,2003,0
Slovenia,Iceland,2004,1
Slovenia,Iceland,2005,3
Slovenia,Iceland,2006,43
Slovenia,Iceland,2007,19
Slovenia,Iceland,2008,16
Slovenia,Iceland,2009,7
Slovenia,Iceland,2010,6
Slovenia,Iceland,2011,6
Slovenia,Iceland,2012,1
Slovenia,Iceland,2013,7
Slovenia,Iceland,2014,6
Slovenia,Iceland,2015,8
Slovenia,Iceland,2016,15
Slovenia,Italy,2000,218
Slovenia,Italy,2002,149
Slovenia,Italy,2003,250
Slovenia,Italy,2004,221
Slovenia,Italy,2005,333
Slovenia,Italy,2006,327
Slovenia,Italy,2007,362
Slovenia,Italy,2008,314
Slovenia,Italy,2009,203
Slovenia,Italy,2010,191
Slovenia,Italy,2011,192
Slovenia,Italy,2012,208
Slovenia,Italy,2013,122
Slovenia,Italy,2014,155
Slovenia,Italy,2015,167
Slovenia,Italy,2016,166
Slovenia,Luxembourg,2000,8
Slovenia,Luxembourg,2001,7
Slovenia,Luxembourg,2002,11
Slovenia,Luxembourg,2003,42
Slovenia,Luxembourg,2004,47
Slovenia,Luxembourg,2005,100
Slovenia,Luxembourg,2006,43
Slovenia,Luxembourg,2007,59
Slovenia,Luxembourg,2008,49
Slovenia,Luxembourg,2009,52
Slovenia,Luxembourg,2010,46
Slovenia,Luxembourg,2011,61
Slovenia,Luxembourg,2012,41
Slovenia,Luxembourg,2013,66
Slovenia,Luxembourg,2014,63
Slovenia,Luxembourg,2015,60
Slovenia,Luxembourg,2016,62
Slovenia,Netherlands,2009,160
Slovenia,Netherlands,2010,187
Slovenia,Netherlands,2011,170
Slovenia,Netherlands,2012,208
Slovenia,Netherlands,2013,249
Slovenia,Netherlands,2014,343
Slovenia,Netherlands,2015,285
Slovenia,Netherlands,2016,320
Slovenia,Norway,2000,0
Slovenia,Norway,2001,3
Slovenia,Norway,2002,5
Slovenia,Norway,2003,5
Slovenia,Norway,2004,8
Slovenia,Norway,2005,11
Slovenia,Norway,2006,12
Slovenia,Norway,2007,29
Slovenia,Norway,2008,59
Slovenia,Norway,2009,26
Slovenia,Norway,2010,46
Slovenia,Norway,2011,38
Slovenia,Norway,2012,54
Slovenia,Norway,2013,58
Slovenia,Norway,2014,73
Slovenia,Norway,2015,48
Slovenia,Norway,2016,50
Slovenia,Poland,2000,6
Slovenia,Poland,2001,25
Slovenia,Poland,2002,37
Slovenia,Poland,2003,37
Slovenia,Poland,2004,45
Slovenia,Poland,2005,21
Slovenia,Poland,2006,4
Slovenia,Poland,2007,33
Slovenia,Poland,2008,24
Slovenia,Poland,2009,14
Slovenia,Poland,2010,26
Slovenia,Poland,2011,26
Slovenia,Poland,2012,29
Slovenia,Poland,2013,34
Slovenia,Poland,2014,34
Slovenia,Poland,2015,35
Slovenia,Poland,2016,49
Slovenia,Slovak Republic,2003,18
Slovenia,Slovak Republic,2004,28
Slovenia,Slovak Republic,2005,30
Slovenia,Slovak Republic,2006,26
Slovenia,Slovak Republic,2007,50
Slovenia,Slovak Republic,2008,33
Slovenia,Slovak Republic,2009,37
Slovenia,Slovak Republic,2010,27
Slovenia,Slovak Republic,2011,29
Slovenia,Slovak Republic,2012,8
Slovenia,Slovak Republic,2013,9
Slovenia,Slovak Republic,2014,5
Slovenia,Slovak Republic,2015,16
Slovenia,Slovak Republic,2016,13
Slovenia,Spain,2000,55
Slovenia,Spain,2001,46
Slovenia,Spain,2002,59
Slovenia,Spain,2003,71
Slovenia,Spain,2004,152
Slovenia,Spain,2005,159
Slovenia,Spain,2006,199
Slovenia,Spain,2007,260
Slovenia,Spain,2008,173
Slovenia,Spain,2009,122
Slovenia,Spain,2010,134
Slovenia,Spain,2011,168
Slovenia,Spain,2012,156
Slovenia,Spain,2013,171
Slovenia,Spain,2014,158
Slovenia,Spain,2015,202
Slovenia,Spain,2016,205
Slovenia,Sweden,2000,11
Slovenia,Sweden,2001,21
Slovenia,Sweden,2002,12
Slovenia,Sweden,2003,16
Slovenia,Sweden,2004,34
Slovenia,Sweden,2005,36
Slovenia,Sweden,2006,50
Slovenia,Sweden,2007,63
Slovenia,Sweden,2008,74
Slovenia,Sweden,2009,60
Slovenia,Sweden,2010,48
Slovenia,Sweden,2011,68
Slovenia,Sweden,2012,73
Slovenia,Sweden,2013,122
Slovenia,Sweden,2014,98
Slovenia,Sweden,2015,125
Slovenia,Sweden,2016,87
Slovenia,Switzerland,2000,86
Slovenia,Switzerland,2001,73
Slovenia,Switzerland,2002,84
Slovenia,Switzerland,2003,91
Slovenia,Switzerland,2004,80
Slovenia,Switzerland,2005,108
Slovenia,Switzerland,2006,108
Slovenia,Switzerland,2007,115
Slovenia,Switzerland,2008,186
Slovenia,Switzerland,2009,167
Slovenia,Switzerland,2010,144
Slovenia,Switzerland,2011,382
Slovenia,Switzerland,2012,470
Slovenia,Switzerland,2013,564
Slovenia,Switzerland,2014,1152
Slovenia,Switzerland,2015,1083
Slovenia,Switzerland,2016,917
Slovenia,United Kingdom,2012,1000
Slovenia,United Kingdom,2013,1000
Slovenia,Estonia,2004,0
Slovenia,Estonia,2005,0
Slovenia,Estonia,2006,0
Slovenia,Estonia,2007,3
Slovenia,Estonia,2008,3
Slovenia,Estonia,2009,2
Slovenia,Estonia,2010,2
Slovenia,Estonia,2011,0
Slovenia,Estonia,2012,0
Slovenia,Estonia,2013,0
Slovenia,Estonia,2014,0
Slovenia,Estonia,2015,6
Slovenia,Estonia,2016,14
Spain,Austria,2000,325
Spain,Austria,2001,330
Spain,Austria,2002,349
Spain,Austria,2003,434
Spain,Austria,2004,390
Spain,Austria,2005,439
Spain,Austria,2006,410
Spain,Austria,2007,513
Spain,Austria,2008,567
Spain,Austria,2009,660
Spain,Austria,2010,839
Spain,Austria,2011,984
Spain,Austria,2012,1430
Spain,Austria,2013,1816
Spain,Austria,2014,1570
Spain,Austria,2015,1613
Spain,Austria,2016,1480
Spain,Belgium,2000,1355
Spain,Belgium,2001,1528
Spain,Belgium,2002,1503
Spain,Belgium,2003,1545
Spain,Belgium,2004,1591
Spain,Belgium,2005,1827
Spain,Belgium,2006,1848
Spain,Belgium,2007,1902
Spain,Belgium,2008,2829
Spain,Belgium,2009,3592
Spain,Belgium,2010,4618
Spain,Belgium,2011,5288
Spain,Belgium,2012,5999
Spain,Belgium,2013,6130
Spain,Belgium,2014,5024
Spain,Belgium,2015,4137
Spain,Belgium,2016,3668
Spain,Czech Republic,2003,92
Spain,Czech Republic,2004,68
Spain,Czech Republic,2005,48
Spain,Czech Republic,2006,29
Spain,Czech Republic,2007,112
Spain,Czech Republic,2008,98
Spain,Czech Republic,2009,65
Spain,Czech Republic,2010,112
Spain,Czech Republic,2011,74
Spain,Czech Republic,2012,103
Spain,Czech Republic,2013,131
Spain,Czech Republic,2014,145
Spain,Czech Republic,2015,112
Spain,Czech Republic,2016,141
Spain,Denmark,2000,207
Spain,Denmark,2001,213
Spain,Denmark,2002,216
Spain,Denmark,2003,208
Spain,Denmark,2004,301
Spain,Denmark,2005,379
Spain,Denmark,2006,440
Spain,Denmark,2007,492
Spain,Denmark,2008,481
Spain,Denmark,2009,466
Spain,Denmark,2010,685
Spain,Denmark,2011,754
Spain,Denmark,2012,890
Spain,Denmark,2013,1005
Spain,Denmark,2014,1084
Spain,Denmark,2015,1030
Spain,Denmark,2016,1030
Spain,Finland,2000,83
Spain,Finland,2001,90
Spain,Finland,2002,75
Spain,Finland,2003,106
Spain,Finland,2004,86
Spain,Finland,2005,126
Spain,Finland,2006,135
Spain,Finland,2007,223
Spain,Finland,2008,208
Spain,Finland,2009,126
Spain,Finland,2010,143
Spain,Finland,2011,183
Spain,Finland,2012,258
Spain,Finland,2013,396
Spain,Finland,2014,445
Spain,Finland,2015,284
Spain,Finland,2016,269
Spain,France,2000,0
Spain,France,2001,0
Spain,France,2002,0
Spain,France,2003,0
Spain,France,2004,0
Spain,France,2005,0
Spain,France,2006,0
Spain,France,2007,0
Spain,France,2008,0
Spain,France,2009,0
Spain,France,2010,0
Spain,France,2011,0
Spain,France,2012,0
Spain,France,2013,13665
Spain,France,2014,12874
Spain,France,2015,12363
Spain,France,2016,10658
Spain,Germany,2000,8753
Spain,Germany,2001,8652
Spain,Germany,2002,8460
Spain,Germany,2003,7650
Spain,Germany,2004,7613
Spain,Germany,2005,7147
Spain,Germany,2006,8196
Spain,Germany,2007,8571
Spain,Germany,2008,7778
Spain,Germany,2009,8965
Spain,Germany,2010,10657
Spain,Germany,2011,16168
Spain,Germany,2012,23345
Spain,Germany,2013,28980
Spain,Germany,2014,27072
Spain,Germany,2015,23598
Spain,Germany,2016,21918
Spain,Hungary,2000,16
Spain,Hungary,2001,19
Spain,Hungary,2002,18
Spain,Hungary,2003,13
Spain,Hungary,2004,0
Spain,Hungary,2005,79
Spain,Hungary,2006,26
Spain,Hungary,2007,17
Spain,Hungary,2008,107
Spain,Hungary,2009,141
Spain,Hungary,2010,191
Spain,Hungary,2011,161
Spain,Hungary,2012,214
Spain,Hungary,2013,257
Spain,Hungary,2014,277
Spain,Hungary,2015,322
Spain,Hungary,2016,265
Spain,Iceland,2000,31
Spain,Iceland,2001,29
Spain,Iceland,2002,40
Spain,Iceland,2003,8
Spain,Iceland,2004,19
Spain,Iceland,2005,29
Spain,Iceland,2006,21
Spain,Iceland,2007,39
Spain,Iceland,2008,53
Spain,Iceland,2009,61
Spain,Iceland,2010,84
Spain,Iceland,2011,59
Spain,Iceland,2012,64
Spain,Iceland,2013,152
Spain,Iceland,2014,200
Spain,Iceland,2015,178
Spain,Iceland,2016,213
Spain,Italy,2000,1252
Spain,Italy,2002,1412
Spain,Italy,2003,1362
Spain,Italy,2004,1401
Spain,Italy,2005,1286
Spain,Italy,2006,1206
Spain,Italy,2007,1517
Spain,Italy,2008,1512
Spain,Italy,2009,1386
Spain,Italy,2010,1514
Spain,Italy,2011,1666
Spain,Italy,2012,1956
Spain,Italy,2013,1836
Spain,Italy,2014,1830
Spain,Italy,2015,1906
Spain,Italy,2016,2075
Spain,Luxembourg,2000,158
Spain,Luxembourg,2001,152
Spain,Luxembourg,2002,154
Spain,Luxembourg,2003,173
Spain,Luxembourg,2004,151
Spain,Luxembourg,2005,195
Spain,Luxembourg,2006,168
Spain,Luxembourg,2007,165
Spain,Luxembourg,2008,248
Spain,Luxembourg,2009,236
Spain,Luxembourg,2010,308
Spain,Luxembourg,2011,455
Spain,Luxembourg,2012,494
Spain,Luxembourg,2013,563
Spain,Luxembourg,2014,579
Spain,Luxembourg,2015,689
Spain,Luxembourg,2016,771
Spain,Netherlands,2000,1286
Spain,Netherlands,2001,1362
Spain,Netherlands,2002,1394
Spain,Netherlands,2003,1303
Spain,Netherlands,2004,1291
Spain,Netherlands,2005,1259
Spain,Netherlands,2006,1379
Spain,Netherlands,2007,1539
Spain,Netherlands,2008,2279
Spain,Netherlands,2009,2631
Spain,Netherlands,2010,3149
Spain,Netherlands,2011,3680
Spain,Netherlands,2012,4645
Spain,Netherlands,2013,5256
Spain,Netherlands,2014,5047
Spain,Netherlands,2015,4957
Spain,Netherlands,2016,5160
Spain,Norway,2000,116
Spain,Norway,2001,146
Spain,Norway,2002,163
Spain,Norway,2003,128
Spain,Norway,2004,163
Spain,Norway,2005,174
Spain,Norway,2006,279
Spain,Norway,2007,341
Spain,Norway,2008,384
Spain,Norway,2009,477
Spain,Norway,2010,751
Spain,Norway,2011,973
Spain,Norway,2012,1370
Spain,Norway,2013,1535
Spain,Norway,2014,1437
Spain,Norway,2015,1272
Spain,Norway,2016,1099
Spain,Poland,2000,46
Spain,Poland,2001,80
Spain,Poland,2002,182
Spain,Poland,2003,180
Spain,Poland,2004,242
Spain,Poland,2005,251
Spain,Poland,2006,117
Spain,Poland,2007,309
Spain,Poland,2008,246
Spain,Poland,2009,312
Spain,Poland,2010,373
Spain,Poland,2011,424
Spain,Poland,2012,625
Spain,Poland,2013,904
Spain,Poland,2014,904
Spain,Poland,2015,776
Spain,Poland,2016,610
Spain,Portugal,2000,1112
Spain,Portugal,2001,1374
Spain,Portugal,2002,942
Spain,Portugal,2003,743
Spain,Portugal,2004,614
Spain,Portugal,2005,563
Spain,Portugal,2006,255
Spain,Portugal,2007,1442
Spain,Portugal,2008,1310
Spain,Portugal,2009,1465
Spain,Portugal,2010,1664
Spain,Portugal,2011,1533
Spain,Portugal,2012,1356
Spain,Portugal,2013,1474
Spain,Portugal,2014,1452
Spain,Portugal,2015,1662
Spain,Portugal,2016,2214
Spain,Slovak Republic,2003,50
Spain,Slovak Republic,2004,50
Spain,Slovak Republic,2005,59
Spain,Slovak Republic,2006,83
Spain,Slovak Republic,2007,105
Spain,Slovak Republic,2008,80
Spain,Slovak Republic,2009,110
Spain,Slovak Republic,2010,95
Spain,Slovak Republic,2011,114
Spain,Slovak Republic,2012,57
Spain,Slovak Republic,2013,39
Spain,Slovak Republic,2014,42
Spain,Slovak Republic,2015,85
Spain,Slovak Republic,2016,85
Spain,Sweden,2000,371
Spain,Sweden,2001,391
Spain,Sweden,2002,355
Spain,Sweden,2003,334
Spain,Sweden,2004,309
Spain,Sweden,2005,339
Spain,Sweden,2006,502
Spain,Sweden,2007,534
Spain,Sweden,2008,611
Spain,Sweden,2009,702
Spain,Sweden,2010,674
Spain,Sweden,2011,762
Spain,Sweden,2012,1052
Spain,Sweden,2013,1387
Spain,Sweden,2014,1421
Spain,Sweden,2015,1286
Spain,Sweden,2016,1343
Spain,Switzerland,2000,1684
Spain,Switzerland,2001,1730
Spain,Switzerland,2002,1869
Spain,Switzerland,2003,1736
Spain,Switzerland,2004,1658
Spain,Switzerland,2005,1505
Spain,Switzerland,2006,1573
Spain,Switzerland,2007,2075
Spain,Switzerland,2008,2365
Spain,Switzerland,2009,2480
Spain,Switzerland,2010,3258
Spain,Switzerland,2011,4584
Spain,Switzerland,2012,6525
Spain,Switzerland,2013,8778
Spain,Switzerland,2014,7593
Spain,Switzerland,2015,7042
Spain,Switzerland,2016,5787
Spain,United Kingdom,2000,3878
Spain,United Kingdom,2001,2729
Spain,United Kingdom,2009,11000
Spain,United Kingdom,2010,5000
Spain,United Kingdom,2011,8000
Spain,United Kingdom,2012,17000
Spain,United Kingdom,2013,21000
Spain,United Kingdom,2014,21000
Spain,United Kingdom,2015,20000
Spain,United Kingdom,2016,18000
Spain,Estonia,2004,3
Spain,Estonia,2005,14
Spain,Estonia,2006,14
Spain,Estonia,2007,24
Spain,Estonia,2008,40
Spain,Estonia,2009,38
Spain,Estonia,2010,8
Spain,Estonia,2011,0
Spain,Estonia,2012,1
Spain,Estonia,2013,2
Spain,Estonia,2014,1
Spain,Estonia,2015,143
Spain,Estonia,2016,157
Spain,Slovenia,2007,33
Spain,Slovenia,2008,96
Spain,Slovenia,2009,129
Spain,Slovenia,2010,1
Spain,Slovenia,2011,244
Spain,Slovenia,2012,278
Spain,Slovenia,2013,283
Spain,Slovenia,2014,283
Spain,Slovenia,2015,299
Spain,Slovenia,2016,281
Sweden,Austria,2000,478
Sweden,Austria,2001,520
Sweden,Austria,2002,504
Sweden,Austria,2003,446
Sweden,Austria,2004,428
Sweden,Austria,2005,482
Sweden,Austria,2006,560
Sweden,Austria,2007,355
Sweden,Austria,2008,317
Sweden,Austria,2009,317
Sweden,Austria,2010,333
Sweden,Austria,2011,323
Sweden,Austria,2012,355
Sweden,Austria,2013,311
Sweden,Austria,2014,351
Sweden,Austria,2015,393
Sweden,Austria,2016,349
Sweden,Belgium,2000,640
Sweden,Belgium,2001,515
Sweden,Belgium,2002,526
Sweden,Belgium,2003,481
Sweden,Belgium,2004,503
Sweden,Belgium,2005,481
Sweden,Belgium,2006,521
Sweden,Belgium,2007,491
Sweden,Belgium,2008,627
Sweden,Belgium,2009,519
Sweden,Belgium,2010,487
Sweden,Belgium,2011,476
Sweden,Belgium,2012,414
Sweden,Belgium,2013,342
Sweden,Belgium,2014,286
Sweden,Belgium,2015,339
Sweden,Belgium,2016,325
Sweden,Czech Republic,2003,48
Sweden,Czech Republic,2004,65
Sweden,Czech Republic,2005,53
Sweden,Czech Republic,2006,30
Sweden,Czech Republic,2007,84
Sweden,Czech Republic,2008,46
Sweden,Czech Republic,2009,43
Sweden,Czech Republic,2010,59
Sweden,Czech Republic,2011,65
Sweden,Czech Republic,2012,67
Sweden,Czech Republic,2013,49
Sweden,Czech Republic,2014,66
Sweden,Czech Republic,2015,83
Sweden,Czech Republic,2016,86
Sweden,Denmark,2000,908
Sweden,Denmark,2001,825
Sweden,Denmark,2002,694
Sweden,Denmark,2003,801
Sweden,Denmark,2004,843
Sweden,Denmark,2005,948
Sweden,Denmark,2006,1151
Sweden,Denmark,2007,1262
Sweden,Denmark,2008,1268
Sweden,Denmark,2009,1141
Sweden,Denmark,2010,1125
Sweden,Denmark,2011,1138
Sweden,Denmark,2012,1115
Sweden,Denmark,2013,1299
Sweden,Denmark,2014,1377
Sweden,Denmark,2015,1324
Sweden,Denmark,2016,1324
Sweden,Finland,2000,701
Sweden,Finland,2001,676
Sweden,Finland,2002,642
Sweden,Finland,2003,682
Sweden,Finland,2004,678
Sweden,Finland,2005,728
Sweden,Finland,2006,749
Sweden,Finland,2007,741
Sweden,Finland,2008,884
Sweden,Finland,2009,836
Sweden,Finland,2010,671
Sweden,Finland,2011,674
Sweden,Finland,2012,593
Sweden,Finland,2013,624
Sweden,Finland,2014,604
Sweden,Finland,2015,547
Sweden,Finland,2016,579
Sweden,France,2000,0
Sweden,France,2001,0
Sweden,France,2002,0
Sweden,France,2003,0
Sweden,France,2004,0
Sweden,France,2005,0
Sweden,France,2006,0
Sweden,France,2007,0
Sweden,France,2008,0
Sweden,France,2009,0
Sweden,France,2010,0
Sweden,France,2011,0
Sweden,France,2012,0
Sweden,France,2013,568
Sweden,France,2014,587
Sweden,France,2015,860
Sweden,France,2016,728
Sweden,Germany,2000,3274
Sweden,Germany,2001,3006
Sweden,Germany,2002,2608
Sweden,Germany,2003,2503
Sweden,Germany,2004,2433
Sweden,Germany,2005,2368
Sweden,Germany,2006,2569
Sweden,Germany,2007,2538
Sweden,Germany,2008,2192
Sweden,Germany,2009,2218
Sweden,Germany,2010,2280
Sweden,Germany,2011,2479
Sweden,Germany,2012,2615
Sweden,Germany,2013,2665
Sweden,Germany,2014,2814
Sweden,Germany,2015,2763
Sweden,Germany,2016,2538
Sweden,Hungary,2000,66
Sweden,Hungary,2001,71
Sweden,Hungary,2002,41
Sweden,Hungary,2003,58
Sweden,Hungary,2004,8
Sweden,Hungary,2005,265
Sweden,Hungary,2006,40
Sweden,Hungary,2007,27
Sweden,Hungary,2008,178
Sweden,Hungary,2009,202
Sweden,Hungary,2010,143
Sweden,Hungary,2011,148
Sweden,Hungary,2012,125
Sweden,Hungary,2013,112
Sweden,Hungary,2014,112
Sweden,Hungary,2015,127
Sweden,Hungary,2016,153
Sweden,Iceland,2000,108
Sweden,Iceland,2001,96
Sweden,Iceland,2002,86
Sweden,Iceland,2003,76
Sweden,Iceland,2004,82
Sweden,Iceland,2005,123
Sweden,Iceland,2006,106
Sweden,Iceland,2007,176
Sweden,Iceland,2008,81
Sweden,Iceland,2009,65
Sweden,Iceland,2010,64
Sweden,Iceland,2011,83
Sweden,Iceland,2012,88
Sweden,Iceland,2013,79
Sweden,Iceland,2014,78
Sweden,Iceland,2015,75
Sweden,Iceland,2016,96
Sweden,Italy,2000,369
Sweden,Italy,2002,262
Sweden,Italy,2003,291
Sweden,Italy,2004,291
Sweden,Italy,2005,292
Sweden,Italy,2006,280
Sweden,Italy,2007,275
Sweden,Italy,2008,343
Sweden,Italy,2009,257
Sweden,Italy,2010,224
Sweden,Italy,2011,260
Sweden,Italy,2012,225
Sweden,Italy,2013,187
Sweden,Italy,2014,168
Sweden,Italy,2015,163
Sweden,Italy,2016,162
Sweden,Luxembourg,2000,148
Sweden,Luxembourg,2001,140
Sweden,Luxembourg,2002,102
Sweden,Luxembourg,2003,93
Sweden,Luxembourg,2004,136
Sweden,Luxembourg,2005,204
Sweden,Luxembourg,2006,193
Sweden,Luxembourg,2007,230
