data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2366559,764,THA2431,2431.0,"07 April 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Bangkok Post",National,"A militant was killed in a clash with government forces when the government forces laid siege to a house in Moo 5 village. (Lat/longs for Tabing unavailable.)",1,1545241345,THA
2366560,764,THA2417,2417.0,"30 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Thung Yang Daeng",,"Thung Yang Daeng",6.6182,101.4265,2,"Bangkok Post",National,"A group of militants opened fire at an operational base of a security unit at Ban Khaling, but inflicted no casualties. (Lat/longs for Phithen unavailable.)",0,1545241345,THA
2366562,764,THA2416,2416.0,"29 March 2016",2016,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"Bangkok Post",National,"Three police officers were killed and six others seriously wounded after being ambushed by insurgents. The group of policemen were on their way to their station when the attackers ambushed their pick up, firing a grenade at the vehicle and then opening fire on it. (Lat/longs for Bo Ngo unavailable.)",3,1545241345,THA
2366563,764,THA2415,2415.0,"27 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,Yarang,,Yarang,6.7598,101.2933,2,"Bangkok Post",National,"Two soldiers were killed by insurgents in a drive-by shooting. (Lat/longs for Khao Toom unavailable.)",2,1545241345,THA
2366564,764,THA2412,2412.0,"17 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,Yaring,,"Ba Loi",6.7817,101.4363,2,"Bangkok Post",National,"A defense volunteer was shot dead and his gun was stolen while he was on his way home from finishing guard duty at Baloey School. Police were investigating whether the attack was the work of insurgents.",1,1545241345,THA
2366566,764,THA2410,2410.0,"15 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,Mayo,,Mayo,6.7186,101.4098,2,"Bangkok Post",National,"A female defense volunteer was shot dead at a food market. Police were investigating whether it was the work of insurgents. (Lat/longs for Lubo Yirai unavailable.)",1,1545241345,THA
2366565,360,IDN142,142.0,"15 March 2016",2016,1,"Battle-No change of territory","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)","Military Forces of Indonesia (2014-)",1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,2,"The Jakarta Post",National,"On March 15 in Poso (Central Sulawesi), two suspected members of the East Indonesia Mujahidin (MIT) Islamic militant group led by Santoso were killed during a gunfight with the military and the police.",2,1545241345,IDN
2366567,764,THA2406,2406.0,"14 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,"Tak Bai",,"Tak Bai",6.2594,102.0546,2,"Bangkok Post",National,"Soldiers dispatched to respond to a bomb explosion clashed briefly with a group of insurgents at the site of the explosion. (Lat/longs for Kosatho unavailable.)",0,1545241345,THA
2366568,764,THA2403,2403.0,"13 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-airong,,"Ban Bu Kit",6.1977,101.8227,2,"Bangkok Post",National,"A large group of insurgents attacked three separate targets throughout Cho Airong district before storming a local hospital. No other details were provided.",0,1545241345,THA
2366569,764,THA2404,2404.0,"13 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)","Military Forces of Thailand (2014-) Volunteer Defense Corps",1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,1,"Bangkok Post",National,"About 40 armed men stormed Cho Airong hospital. Seven security volunteers and soldiers were injured.",0,1545241345,THA
2366570,764,THA2405,2405.0,"13 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"Bangkok Post",National,"A large group of insurgents attacked three separate targets throughout Cho Airong district before storming a local hospital. No other details were provided.",0,1545241345,THA
2366571,764,THA2401,2401.0,"08 March 2016",2016,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,"Tak Bai",,"Tak Bai",6.2594,102.0546,2,"Bangkok Post",National,"A police officer was shot and killed while providing security for teachers. (Lat/longs for Salamai unavailable.)",1,1545241345,THA
2366573,764,THA2398,2398.0,"04 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Tanyongmat,6.3049,101.7267,1,"Bangkok Post",National,"After a bomb went off, defense volunteers opened fire on the insurgents who had detonated the bomb. The insurgents quickly fled.",0,1545241345,THA
2366574,764,THA2396,2396.0,"03 March 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,"Sateng Nok",6.5478,101.3058,1,"Bangkok Post",National,"A volunteer ranger was shot and killed. Police initially attributed the killing to insurgents.",1,1545241345,THA
2366575,360,IDN140,140.0,"28 February 2016",2016,1,"Battle-No change of territory","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,1,"The Jakarta Post",National,"On February 28, in Poso (Central Sulawesi), a suspected member of the East Indonesia Mujahidin (MIT) was killed by police in crossfire during the joint Operation Tinombala.",1,1545241345,IDN
2366579,764,THA2383,2383.0,"12 February 2016",2016,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-)","Police Forces of Thailand (2014‐)",1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,Pattani,6.8681,101.25,2,"Bangkok Post",National,"Separatists attacked a joint police-military checkpoint, but there were no injuries.",0,1545241345,THA
2376759,764,THA2375,2375,"10 February 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)","Police Forces of Thailand (2014-)",1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"Bangkok Post",National,"A combined military-police force captured a separatist base, arresting one suspect and seizing bomb-making materials and weapons. The security force overran the base following a clash with armed insurgents. There were no casualties.",0,1546060541,THA
2366580,360,IDN133,133.0,"09 February 2016",2016,1,"Battle-No change of territory","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,1,"The Jakarta Post",National,"On February 9, in Poso (Central Sulawesi), three people, including a member of the police's mobile brigade (Brimob), are dead following a gun battle between the police and members of the East Indonesia Mujahidin (MIT) militant group.",3,1545241345,IDN
2366581,764,THA2371,2371.0,"02 February 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Bangkok Post",National,"A ranger was shot dead while traveling with his wife by motorcycle. Police were investigating, but targeting of military personnel implies the act could be politically motivated. (Lat/longs for Pase Yawo unavailable.)",1,1545241345,THA
2366588,764,THA2366,2366.0,"24 January 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Bangkok Post",National,"A ranger was shot and wounded while on patrol by an unknown number of militants hiding nearby. The noise of the gunfire prompted other rangers to open fire. An exchange occurred for about two minutes before the militants retreated. (Lat/longs for Salae Tolae unavailable.)",0,1545241345,THA
2366589,360,IDN130,130.0,"16 January 2016",2016,2,"Battle-No change of territory","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,2,"The Jakarta Post",National,"Assumed between January 12 and January 19, in Poso (Central Sulawesi), a member of the Eastern Indonesia Mujahidin (MIT) was killed in a shootout with local police.",1,1545241345,IDN
2366591,764,THA2359,2359.0,"12 January 2016",2016,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Bangkok Post",National,"One policeman was killed and another injured by gunmen. The police were riding in a pickup truck when they were attacked by four men who had followed them on two motorcycles. (Lat/longs for Manang Dalam unavailable.)",1,1545241345,THA
2376758,764,THA2358,2358,"12 January 2016",2016,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Thai Rangers",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"Bangkok Post",National,"A ranger patrol overran a camp of separatist militants following a clash with armed insurgents.",0,1546060541,THA
2366592,764,THA2355,2355.0,"29 December 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Sukhirin,,Sukhirin,5.9388,101.7707,2,"Bangkok Post",National,"At least ten armed men shot to death the secretary of a local administration organization during a hostage siege. While two teams of police were arriving to the scene, they were fired upon by a number of attackers. Police were investigating whether the incident was related to the insurgency. (Lat/longs for Romsai unavailable.)",1,1545241345,THA
2366593,360,IDN409,409.0,"28 December 2015",2015,1,"Battle-No change of territory","OPM: Free Papua Movement",,2,"Police Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,"West Papua",Manokwari,Manokwari,Manokwari,-0.8629,134.064,3,"Agence France-Presse",International,"On Dec 28, Free Papua Movement militants shot dead three Indonesian police officers and stole weapons and ammunition during a raid on a police post in West Papua.",3,1545241345,IDN
2366594,764,THA2353,2353.0,"26 December 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Village Security Team",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,"Lam Mai",6.5887,101.1959,2,"Bangkok Post",National,"Two members of a village security team were injured in a gun attack.",0,1545241345,THA
2366598,764,THA2350,2350.0,"21 December 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,1,"Bangkok Post",National,"Militants hurled a hand grenade at a traffic police checkpoint in Rueso district. No injuries were reported.",0,1545241345,THA
2366601,764,THA2346,2346.0,"11 December 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Bangkok Post",National,"A police officer was shot dead by two armed men. Police were investigating whether the attack was related to southern unrest. (Lat/longs for Torbol unavailable.)",1,1545241345,THA
2366602,418,LAO8,8.0,"10 December 2015",2015,1,"Battle-No change of territory","Military Forces of Laos (1991-)",,1,"Unidentified Armed Group (Laos)",,3,13,"South-Eastern Asia",Laos,Xaysomboun,Anouvong,,Anouvong,18.9057,103.092,3,"Government Publications and Press Releases",National,"There was a shootout between government forces and an anti-government military group in Xaysomboun province.",0,1545241345,LAO
2366603,418,LAO7,7.0,"09 December 2015",2015,1,"Battle-No change of territory","Military Forces of Laos (1991-)",,1,"Unidentified Armed Group (Laos)",,3,13,"South-Eastern Asia",Laos,Xaysomboun,Anouvong,,Anouvong,18.9057,103.092,3,"Government Publications and Press Releases",National,"There was a shootout between government forces and an anti-government military group in Xaysomboun province.",0,1545241345,LAO
2366604,418,LAO6,6.0,"08 December 2015",2015,1,"Battle-No change of territory","Military Forces of Laos (1991-)",,1,"Unidentified Armed Group (Laos)",,3,13,"South-Eastern Asia",Laos,Xaysomboun,Anouvong,,Anouvong,18.9057,103.092,3,"Government Publications and Press Releases",National,"There was a shootout between government forces and an anti-government military group in Xaysomboun province.",0,1545241345,LAO
2366607,418,LAO5,5.0,"07 December 2015",2015,1,"Battle-No change of territory","Military Forces of Laos (1991-)",,1,"Unidentified Armed Group (Laos)",,3,13,"South-Eastern Asia",Laos,Xaysomboun,Anouvong,,Anouvong,18.9057,103.092,3,"Government Publications and Press Releases",National,"There was a shootout between government forces and an anti-government military group in Xaysomboun province.",0,1545241345,LAO
2366608,764,THA2343,2343.0,"06 December 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"Bangkok Post",National,"A team of rangers clashed with separatist militants, wounding at least two. The clash occurred when rangers raided Ubae Village on a tip that the militants were going to meet there to plan future attacks. (Lat/longs for Bacho unavailable.)",0,1545241345,THA
2366609,418,LAO3,3.0,"05 December 2015",2015,1,"Battle-No change of territory","Military Forces of Laos (1991-)",,1,"Unidentified Armed Group (Laos)",,3,13,"South-Eastern Asia",Laos,Xaysomboun,Anouvong,,Anouvong,18.9057,103.092,3,"Government Publications and Press Releases",National,"An anti-government group killed the 10-year-old daughter of a government military officer in a shootout at the officer's residence in Xaysomboun province.",1,1545241345,LAO
2366611,360,IDN398,398.0,"30 November 2015",2015,1,"Battle-No change of territory","OPM: Free Papua Movement",,2,"Military Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,Papua,"Mamberamo Raya",Burmeso,Burmeso,-2.3261,138.0413,2,"Deutsche Presse-Agentur",International,"On Nov 30, Free Papua Movement rebels killed an Indonesian military officer in Mamberamo Raya, West Papua province.",1,1545241345,IDN
2366612,360,IDN397,397.0,"29 November 2015",2015,1,"Battle-No change of territory","Unidentified Armed Group (Indonesia)",,3,"Military Forces of Indonesia (2014-)",,1,13,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,2,BBC,International,"On Nov 29, during a military operation to hunt down a Santoso militant group, a soldier was shot dead in Poso area by unidentified militants.",1,1545241345,IDN
2366614,764,THA2337,2337.0,"25 November 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Bangkok Post",National,"Three police officers and a drug suspect were shot and wounded when assailants ambushed a police pickup. An unknown number of gunmen opened fire from the roadside when the vehicle passed by. The targeting of a police vehicle is indicative that the attack may have been politically motivated. (Lat/longs for Rueso not available.)",0,1545241345,THA
2555731,764,THA2333,2333,"19 November 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Village Security Team",,1,12,"South-Eastern Asia",Thailand,Yala,Yaha,,"Ban La Ae",6.4741,101.1682,1,"Bangkok Post",National,"A security guard was shot and seriously wounded in a daylight attack at a school-guard booth. Police believed the attack was aimed at the guards rather than the students and teachers.",0,1546889783,THA
2366619,360,IDN383,383.0,"06 November 2015",2015,1,"Battle-No change of territory","Islamic State (Indonesia)",,2,"Police Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,1,"Middle East North Africa Financial Network (MENAFN)",Regional,"On Nov 6, Indonesian police shot dead a member of a Daesh-affiliated group in Poso, Central Sulawesi.",1,1545241345,IDN
2366620,764,THA2328,2328.0,"05 November 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Khok Pho",,"Khok Pho",6.7313,101.1052,2,"Bangkok Post",National,"A military guard stationed at Ban Napradu School was shot and wounded by an unknown attacker who fled after the guard returned fire. Police were investigating whether the attack was related to the insurgency.",0,1545241345,THA
2366621,764,THA2326,2326.0,"31 October 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Bacho,,Bacho,6.5168,101.651,1,"Bangkok Post",National,"Insurgents fired on a group of ten soldiers.",0,1545241345,THA
2366622,764,THA2314,2314.0,"25 October 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,Yarang,,Yarang,6.7598,101.2933,1,"Bangkok Post",National,"A defense volunteer was wounded by a gunman in his home.",0,1545241345,THA
2366625,764,THA2301,2301.0,"08 October 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,1,"Bangkok Post",National,"A ranger was shot dead in a drive-by attack that police say was the work of insurgents.",1,1545241345,THA
2366626,360,IDN368,368.0,"08 October 2015",2015,1,"Battle-No change of territory","Muslim Militia (Indonesia)",,4,"Christian Milita (Indonesia)",,4,44,"South-Eastern Asia",Indonesia,Aceh,"Banda Aceh","Banda Aceh","Banda Aceh",5.5416,95.3333,3,"The Jakarta Post",National,"On Oct 8, one man was shot dead in violent clashes between armed Muslim men and Christians in Indonesia's Islamic province of Aceh. About 750 stick-wielding men razed a church in southern Aceh before clashing with local Christians at a second church.",1,1545241345,IDN
2366627,764,THA2297,2297.0,"30 September 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,"Tak Bai",,"Ko Sathon",6.2034,102.0571,1,"Bangkok Post",National,"Two policemen were killed by militants while they were traveling on a motorcycle to gather information on insurgent movements. The militants fired at them from a forest along the road, causing the policemen to crash their motorcycle. The militants then emerged from hiding and continued shooting, killing both policemen.",2,1545241345,THA
2366628,418,LAO2,2.0,"08 September 2015",2015,1,"Battle-No change of territory","Police Forces of Laos (1991-)",,1,"Chomphet Communal Militia (Laos)","Christian Group (Laos)",4,14,"South-Eastern Asia",Laos,"Luang Prabang",Chomphet,,Chomphet,19.8872,101.962,2,"Foreign Affairs",International,"A Christian pastor was killed by five policemen who entered his home in Chomphet district, stabbed him three times in the back, and then fled. The pastor's son chased the attackers and wounded one, an agent of the provincial police in service as a prison guard.",1,1545241345,LAO
2366634,360,IDN349,349.0,"19 August 2015",2015,1,"Battle-No change of territory","MIT: Mujahidin Indonesia Timur",,2,"Police Forces of Indonesia (2014-) Detachment 88",,1,12,"South-Eastern Asia",Indonesia,"Central Sulawesi","South Poso Kota",Poso,Poso,-1.3959,120.752,2,"The Jakarta Post",National,"On Aug 19, a police officer of Densus 88 and a MIT militant were killed in a gun battle between police and MIT in Poso area, Central Sulawesi.",2,1545241345,IDN
2366636,764,THA2269,2269.0,"13 August 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,Pattani,6.8681,101.25,3,"Bangkok Post",National,"A ranger was shot dead by suspected insurgents at his wedding party. Four gunmen on two motorcycles arrived at the wedding, and one fired seven shots at the ranger. The gunmen threatened the guests, then fled.",1,1545241345,THA
2366637,764,THA2267,2267.0,"10 August 2015",2015,1,"Battle-No change of territory","Si Sakhon Communal Militia (Thailand)",,4,"Southern Muslim Separatists (Thailand)",,2,24,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,2,"Bangkok Post",National,"One villager was killed and two were wounded when a group of villagers riding two motorcycles was ambushed by a group of militants hiding on the roadside. The individuals managed to return gunfire, killing one of the militants.",2,1545241345,THA
2366639,360,IDN346,346.0,"09 August 2015",2015,1,"Battle-No change of territory","OPM: Free Papua Movement",,2,"Military Forces of Indonesia (2014-)",,1,12,"South-Eastern Asia",Indonesia,Papua,Mimika,"Mimika Baru","Mimika Baru",-4.5457,136.885,1,"Pacific News Agency Service",Regional,"On Aug 9, an Indonesian Army helicopter was shot at by a suspected Papua separatist (OPM) in Mimika, Papua. No injuries reported.",0,1545241345,IDN
2366643,764,THA2260,2260.0,"04 August 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Chanae,,Chanae,6.0991,101.6935,2,"Bangkok Post",National,"An assistant village chief was killed and a defense volunteer critically wounded in a drive-by shooting. The two were drinking tea when two men on a motorcycle passed by. The pillon rider fired two shots at each man before fleeing.",1,1545241345,THA
2366645,764,THA2259,2259.0,"02 August 2015",2015,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Police Forces of Thailand (2014-)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Bangkok Post",National,"A key suspect in a spate of violent attacks in Thailand's south, a member of the RKK, was killed in a clash with security forces at his father-in-law's house. A soldier was wounded in the clash.",1,1545241345,THA
2366644,764,THA2258,2258.0,"02 August 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Nong Chik",6.8435,101.178,2,"Bangkok Post",National,"A volunteer ranger and his brother were shot dead by an armed group.",2,1545241345,THA
2366647,764,THA2257,2257.0,"31 July 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Yala,Yaha,,Yaha,6.4767,101.132,2,"Bangkok Post",National,"Eighteen defense volunteers were injured when southern Muslim separatists attacked their village outpost with guns and molotov cocktails. Both sides exchanged gunfire for about 30 minutes. No deaths were reported.",0,1545241345,THA
2366648,764,THA2250,2250.0,"20 July 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Pattani,"Khok Pho",,"Ban Tanyong Pao",6.7666,101.0666,1,"Bangkok Post",National,"Security officers killed two suspected southern separatists in the house where the separatists were staying. The security officers and the separatists exchanged gunfire, leaving the two separatists dead. The two men had faced several arrest warrants for ambushes and bombings in Pattani. It was unclear whether the security officers were policemen or members of the military. Currently coded as police forces.",2,1545241345,THA
2366649,764,THA2249,2249.0,"19 July 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,1,"Bangkok Post",National,"A volunteer ranger was killed in a gun attack by suspected Muslim separatists on a road in Luboyo village. The ranger was returning home on a motorcycle when the pillon rider of another motorcycle opened fire, killing the ranger instantly.",1,1545241345,THA
2366652,764,THA2248,2248.0,"16 July 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Bangkok Post",National,"Two soldiers were shot and killed and their bodies were burned by eight or nine suspected Muslim separatists The attackers and victims were both riding in pickup trucks.",2,1545241345,THA
2366654,360,IDN335,335.0,"12 July 2015",2015,1,"Battle-No change of territory","Unidentified Armed Group (Indonesia)",,3,"Military Forces of Indonesia (2014-) Army Strategic Reserve Command",,1,13,"South-Eastern Asia",Indonesia,"South Sulawesi",Gowa,Gowa,Gowa,-5.2315,119.7184,1,"The Jakarta Post",National,"On July 12, unidentified men attacked two members of the Army Strategic Reserves Command (Kostrad) at the Syekh Yusuf Discovery field in Gowa, South Sulawesi killing one of the soldiers.",1,1545241345,IDN
2366655,764,THA2237,2237.0,"09 July 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2014-)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,2,"Bangkok Post",National,"A police captain was shot dead in a drive-by shooting by suspected Muslim separatists while traveling home on a motorcycle from a Ramadan celebration at a local mosque. Location is coded to district seat since coordinates for Tambon Sa Kor were not available.",1,1545241345,THA
2366656,764,THA2235,2235.0,"08 July 2015",2015,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,Mayo,,Mayo,6.7186,101.4098,2,"Bangkok Post",National,"A gunfight broke out between suspected Muslim separatists and defense volunteers, resulting in three defense volunteers being injured. No other details were reported.",0,1545241345,THA
2366657,360,IDN332,332.0,"02 July 2015",2015,1,"Battle-No change of territory","Unidentified Armed Group (Indonesia)",,3,"Police Forces of Indonesia (2014-)",,1,13,"South-Eastern Asia",Indonesia,"South Sulawesi",Gowa,Makassar,Sumata,-5.0066,119.7915,1,"The Jakarta Post",National,"On July 2, a police officer died instantly and two others suffered serious injuries when 20 unidentified people launched an assault with man-made guns and machetes on the Samata traffic circle police post in Gowa regency, South Sulawesi.",1,1545241345,IDN
2366661,764,THA2220,2220.0,"15 June 2015",2015,1,"Battle-No change of territory","Police Forces of Thailand (2014-)",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,1,"Bangkok Post",National,"A policeman was shot dead in a drive-by shooting by a pair of unidentified armed men. The policeman had been riding home on his motorcycle when a gunman shot him five times in the abdomen. The victim was admitted to a hospital and later pronounced dead.",1,1545241345,THA
2366664,764,THA2214,2214.0,"03 June 2015",2015,1,"Battle-No change of territory","Military Forces of Thailand (2014-) Volunteer Defense Corps",,1,"Southern Muslim Separatists (Thailand)",,2,12,"South-Eastern Asia",Thailand,Yala,Raman,,Raman,6.4786,101.4241,1,"Bangkok Post",National,"An armed group killed four military rangers in a shooting attack in Yala. The attackers were hiding in a lorry before they ambushed the security officers.",4,1545241345,THA
